absolute_magnitude_h,estimated_diameter_min_km,is_sentry_object,is_potentially_hazardous,relative_velocity_km_per_second,miss_distance_astronomical,orbiting_body,n_approaches,min_miss_distance_au,max_velocity_km_s,semi_major_axis,eccentricity,inclination,perihelion_distance,aphelion_distance,orbital_period,perihelion_argument,orbit_uncertainty,minimum_orbit_intersection,data_arc_in_days,orbit_class_type,diameter_mean_km,diameter_uncertainty,perihelion_to_aphelion_ratio,threat_ratio,velocity_distance_ratio,observation_reliability
14.88,2.8090209395,0,1,25.3611837593,0.0777512318,EARTH,18,0.0230908604,27.9239601412,1.621444383576368,0.6574752762622246,24.37897203889491,0.5553847895406632,2.687503977612073,754.1391931409722,77.92579179585321,0.0,0.0244582,18686.0,APO,4.5450913552,3.4721408314,0.20665449955320217,0.005381233970581819,326.1836908839816,0.0
12.55,8.2140052596,0,0,12.2249364266,0.0629629035,MARS,2,0.0629629035,12.5268736939,2.001378380679258,0.4493641196906507,17.42719434965666,1.102030746477423,2.900726014881093,1034.170709136843,52.62293324454889,0.0,0.194286,18599.0,AMO,13.29053969385,10.1530688685,0.3799154904061484,0.014618367987712565,194.1609383785803,0.0
15.05,2.5974965333,0,0,15.6643862696,0.0942573146,MARS,5,0.0491431401,15.8223692516,1.565455988908958,0.2187856541659371,35.01186650808729,1.222956676307528,1.907955301510389,715.417765477142,97.45776185712778,0.0,0.425209,18271.0,AMO,4.202837676550001,3.2106822865,0.6409776347168104,0.10117188260029185,166.18748726372053,0.0
16.64,1.2489785407,0,1,9.479404449,0.1394832771,EARTH,23,0.019511947,17.4370250951,1.635928873972648,0.500236642466697,7.409924097381212,0.8175773067422464,2.454280441203049,764.2669044608273,105.9579815291725,0.0,0.0240902,23834.0,APO,2.02088973005,1.5438223786999998,0.3331230176537947,0.011920591035614778,67.96086703787375,0.0
14.81,2.9010484143,0,0,23.6293638104,0.1355311542,VENUS,13,0.006620575,27.2059257102,1.486191002180117,0.5689455401376178,36.44665771986481,0.6406292596970828,2.331752744663151,661.7750177012099,135.8834099387963,0.0,0.275561,13219.0,APO,4.693994937299999,3.585893046,0.27474150557486715,0.058705005795874066,174.3463630179872,0.0
14.04,4.1357566488,0,0,22.6437543187,0.1098049799,EARTH,12,0.0511206127,30.2874581986,1.834756426717884,0.7711709254938716,8.978954660306698,0.4198456150700247,3.249667238365744,907.7495729651862,228.2069338322338,0.0,0.0574739,26330.0,APO,6.69179482695,5.1120763563,0.12919649437127134,0.008588712219408493,206.217917796823,0.0
17.85,0.7154099509,0,1,12.895080473,0.063097781,EARTH,26,0.051059434,17.1559381486,1.551726586224049,0.4782496505003281,3.579591392358331,0.8096138886903305,2.293839283757768,706.026867981596,159.9605079071123,0.0,0.0448405,12870.0,APO,1.15755761645,0.8842953310999999,0.35295144451620897,0.03873716466703137,204.36662381201646,0.0
15.35,2.2623249055,0,0,13.9620789804,0.1822478443,EARTH,2,0.1822478443,13.9620789804,2.979304214286166,0.6062556260809837,19.65541783797334,1.173084272568393,4.785524156003939,1878.324845938354,321.1814561699915,0.0,0.223233,13671.0,AMO,3.6605185907499997,2.7963873704999997,0.24513182554864682,0.060983982041260994,76.61039302839096,0.0
14.96,2.7074159094,0,0,13.2138250822,0.19121804645,UNKNOWN,0,0.061065185,18.2444330968,2.163377692930285,0.4555991176057002,25.52411062992787,1.177744724983392,3.149010660877178,1162.243023079303,306.0917022810028,0.0,0.305425,18899.0,AMO,4.38069096315,3.3465501074999997,0.3740046801414523,0.06972073642473507,68.06327340734398,0.0
15.23,2.3908645717,0,0,13.2119141977,0.132539558,EARTH,1,0.132539558,13.2119141977,3.318236926563792,0.6370048310368184,19.17167999738666,1.204503973817892,5.431969879309691,2207.798911434317,161.2805078505355,0.0,0.211892,14437.0,AMO,3.8685001395,2.9552711356000003,0.221743492799147,0.05477368291561877,99.68279958878391,0.0
16.72,1.2038017674,0,0,23.2850721589,0.1207504187,EARTH,23,0.1127971144,25.3072007531,0.9474333258866591,0.2964299723585898,48.96620088159608,0.66658569128247,1.228280960490848,336.8382576804051,37.43101537435759,0.0,0.110979,12777.0,ATE,1.94779217535,1.4879808159000003,0.5426980574673141,0.05697681785792065,192.83636785352198,0.0
16.16,1.5579552413,0,0,37.7764722935,0.1519020872,EARTH,6,0.0765226166,38.2171984587,2.436698217312314,0.6342304446995274,68.01518614788394,0.8912700233477795,3.982126411276849,1389.316025424801,117.9197975516939,0.0,0.0945291,19252.0,APO,2.52082453335,1.9257385841,0.22381761182262372,0.037499278013760615,248.68961967429766,0.0
13.89,4.431543091,0,0,2.9895412954,1.9714337925,JUPTR,7,0.0144848299,13.8920513407,2.400594311360411,0.5443165619509511,18.0410324625107,1.093911069161701,3.707277553559121,1358.552999956656,87.61291480306299,0.0,0.31005,26347.0,AMO,7.1703873438,5.4776885056,0.29507126276841794,0.0432403418579737,1.5164299743532978,0.0
19.91,0.2770479727,0,0,10.8104539671,0.1198506445,EARTH,84,0.1198506445,23.5854402168,0.9863491370099366,0.2801400809438404,14.17912238791946,0.7100332099290859,1.262665064090787,357.8033729536285,34.49421963851677,2.0,0.121491,2218.0,ATE,0.44827303639999994,0.34245012739999997,0.5623290214656907,0.2710200929676082,90.19938117312336,0.0009017132551848512
17.36,0.8965096664,0,1,8.6303464885,0.1352040047,EARTH,44,0.0335965722,17.6047922235,0.9299991641659179,0.4064913029590738,4.698327551352923,0.5519625921732644,1.308035736158571,327.5836851701125,82.77327161475074,0.0,0.0336088,14996.0,ATE,1.4505831115,1.1081468902,0.4219782204072373,0.023169165374637687,63.832032990809786,0.0
17.11,1.0059003902,0,0,13.2138250822,0.19121804645,UNKNOWN,0,0.061065185,18.2444330968,2.158662352629336,0.4227266687205578,7.873178360284271,1.246138207409855,3.071186497848817,1158.445222988311,153.7366128954873,0.0,0.236208,25779.0,AMO,1.6275810206,1.2433612607999998,0.4057513955217961,0.14512825906075202,68.06327340734398,0.0
14.33,3.618719966,0,0,9.6859853137,0.0434375291,MARS,2,0.0434375291,9.6859853137,2.194892413653691,0.4545111142341231,3.848768468028403,1.197289417099928,3.192495410207453,1187.731522962818,231.9006827861343,0.0,0.213128,20154.0,AMO,5.8552119007500005,4.4729838695,0.3750324630919756,0.03639970740814696,222.98656287288682,0.0
17.23,0.9518203298,0,0,10.525804748,0.0927180367,EARTH,15,0.0807794546,15.574500982,1.3545419447483,0.3873146660261951,13.50516942117227,0.8299079837996397,1.879175905696961,575.8204887112676,48.28459098558294,0.0,0.0539915,18307.0,APO,1.5400776448,1.1765146300000002,0.44163400631290983,0.03505764802333166,113.52488817313363,0.0
15.51,2.1016237932,0,0,13.2138250822,0.19121804645,UNKNOWN,0,0.061065185,18.2444330968,2.144196446509851,0.435849867549061,7.905627132389265,1.209648709299365,3.078744183720337,1146.820070100583,335.8207766966303,0.0,0.211363,13131.0,AMO,3.400498729,2.5977498716000005,0.3929032868972025,0.062156470813372854,68.06327340734398,0.0
16.22,1.5154966357,0,0,8.7217307926,0.09925743,MARS,1,0.09925743,8.7217307926,1.794081898444809,0.3044011471220961,6.874690106904468,1.247961310527221,2.340202486362398,877.7317805980794,122.6543580061947,0.0,0.282131,18857.0,AMO,2.4521250664,1.8732568614000003,0.5332706540565416,0.11505571386462787,87.86980272005835,0.0
15.38,2.2312846442,0,0,34.5671538288,0.4055652722,EARTH,38,0.1648940496,41.5646605978,1.785567735658786,0.7619876067297139,38.14407221766631,0.4249872501103532,3.146148221207218,871.4910304497937,127.05562606,0.0,0.162338,18360.0,APO,3.61029439285,2.7580194973,0.13508176354999576,0.04496530818137766,85.23203587252311,0.0
